event_id,event_time,sku_id,warehouse_id,movement_type,quantity,source_system
EVT211971,08/02/2026,SKU-1765,WH-01,OUT,25,ERP
EVT211972,2026-01-10 07:05:00,SKU-1262,WH-02,INVALID,92,POS
EVT211973,,SKU-1574,WH-02,IN,-5,POS
EVT211974,,SKU-1040,WH-05,OUT,9,WMS
EVT211975,2026/02/11 01:28,SKU-1022,WH-01,IN,23,WMS
EVT211976,12/03/2026,SKU-1171,WH-04,IN,22,POS
EVT211977,2026/03/14 11:42,SKU-1521,WH-01,OUT,30,ERP
EVT211978,2026/03/08 12:57,SKU-1228,WH-03,INVALID,61,POS
EVT211979,,SKU-1825,WH-01,OUT,86,POS
EVT211980,28/01/2026,SKU-1346,WH-02,OUT,96,WMS
EVT211981,2026-01-09 00:23:00,SKU-1721,WH-01,IN,9,POS
EVT211982,2026/04/24 21:01,SKU-1534,WH-03,IN,13,POS
EVT211983,2026-02-20 20:43:00,SKU-1453,WH-01,IN,61,ERP
EVT211984,2026-04-08 04:52:00,,WH-03,OUT,17,WMS
EVT211985,23/04/2026,SKU-1719,WH-02,OUT,68,WMS
EVT211986,08/01/2026,SKU-1773,WH-03,INVALID,-5,ERP
EVT211987,,SKU-1692,WH-01,OUT,69,POS
EVT211988,2026-04-30 08:27:00,SKU-1473,WH-01,OUT,28,POS
EVT211989,01/03/2026,SKU-1575,WH-04,OUT,37,POS
EVT211990,2026/01/22 21:06,SKU-1348,,OUT,63,WMS
EVT211991,2026/02/17 23:25,SKU-1309,WH-03,OUT,-5,POS
EVT211992,2026-03-26 21:51:00,SKU-1246,WH-04,OUT,43,POS
EVT211993,2026-02-17 06:38:00,SKU-1611,WH-03,OUT,11,ERP
EVT211994,2026-04-02 17:54:00,SKU-1919,WH-03,OUT,32,ERP
EVT211995,27/01/2026,SKU-1861,WH-03,OUT,58,WMS
EVT211996,2026-04-13 00:52:00,SKU-1770,WH-01,OUT,72,ERP
EVT211997,2026-03-31 10:42:00,,WH-01,INVALID,88,WMS
EVT211998,,SKU-1450,WH-03,IN,32,WMS
EVT211999,2026-04-17 13:50:00,SKU-1915,WH-01,IN,54,POS
EVT212000,2026-03-16 16:41:00,SKU-1538,WH-01,IN,33,ERP
EVT212001,2026/04/11 10:19,SKU-1245,WH-04,OUT,52,WMS
EVT212002,2026/02/20 20:36,SKU-1485,WH-03,IN,58,ERP
EVT212003,2026/03/11 06:29,SKU-1659,WH-01,IN,-5,ERP
EVT212004,2026/04/22 03:59,SKU-1778,WH-02,OUT,-5,WMS
EVT212005,,SKU-1902,WH-01,IN,48,ERP
EVT212006,,SKU-1669,WH-04,IN,52,ERP
EVT212007,,SKU-1190,WH-01,OUT,28,ERP
EVT212008,2026/04/09 20:15,SKU-1464,WH-01,OUT,27,WMS
EVT212009,,SKU-1573,WH-01,IN,67,ERP
EVT212010,07/01/2026,SKU-1802,WH-02,OUT,27,WMS
EVT212011,07/04/2026,SKU-1138,WH-04,OUT,16,WMS
EVT212012,16/04/2026,SKU-1204,WH-02,IN,30,POS
EVT212013,2026-03-03 00:36:00,SKU-1440,WH-04,IN,29,WMS
EVT212014,2026-03-03 00:50:00,SKU-1814,WH-02,OUT,-5,ERP
EVT212015,2026-03-07 09:33:00,SKU-1877,WH-03,OUT,37,POS
EVT212016,2026-01-15 06:31:00,SKU-1599,WH-01,IN,8,WMS
EVT212017,15/04/2026,SKU-1941,WH-03,IN,72,WMS
EVT212018,2026/04/12 15:57,SKU-1055,WH-04,IN,4,POS
EVT212019,2026/03/07 18:47,SKU-1224,WH-01,INVALID,55,POS
EVT212020,,SKU-1702,WH-01,IN,47,WMS
EVT212021,2026/03/08 09:17,SKU-1796,WH-02,IN,67,POS
EVT212022,30/01/2026,SKU-1299,WH-04,IN,36,POS
EVT212023,22/04/2026,SKU-1136,WH-03,IN,54,WMS
EVT212024,,SKU-1034,WH-05,IN,-5,POS
EVT212025,,SKU-1698,WH-02,IN,10,ERP
EVT212026,,SKU-1119,WH-01,IN,39,POS
EVT212027,,SKU-1346,WH-03,OUT,22,WMS
EVT212028,2026/04/01 23:44,SKU-1777,WH-03,IN,63,WMS
EVT212029,16/01/2026,SKU-1255,WH-01,IN,23,WMS
EVT212030,2026-01-30 12:52:00,SKU-1504,WH-03,IN,28,POS
EVT212031,2026/04/05 02:58,SKU-1357,WH-01,OUT,1,WMS
EVT212032,2026-01-22 02:00:00,SKU-1857,WH-03,OUT,27,POS
EVT212033,2026-02-05 07:57:00,SKU-1212,WH-03,IN,46,ERP
EVT212034,2026-01-06 00:07:00,SKU-1495,WH-03,OUT,11,ERP
EVT212035,2026/01/16 18:49,SKU-1668,WH-04,OUT,66,WMS
EVT212036,,SKU-1002,WH-01,IN,7,ERP
EVT212037,,SKU-1119,WH-05,IN,36,WMS
EVT212038,20/03/2026,SKU-1785,WH-02,OUT,93,WMS
EVT212039,,SKU-1152,,OUT,32,POS
EVT212040,03/03/2026,,WH-03,OUT,20,ERP
EVT212041,,SKU-1353,WH-02,OUT,38,WMS
EVT212042,01/03/2026,SKU-1713,WH-03,IN,11,WMS
EVT212043,2026-04-15 09:11:00,SKU-1133,WH-01,OUT,3,POS
EVT212044,2026-02-20 02:14:00,SKU-1426,WH-02,OUT,24,POS
EVT212045,,SKU-1459,WH-01,OUT,14,ERP
EVT212046,2026-02-15 12:09:00,SKU-1490,WH-01,INVALID,80,POS
EVT212047,2026-04-11 04:27:00,SKU-1989,WH-03,OUT,51,POS
EVT212048,11/03/2026,SKU-1572,WH-01,IN,44,POS
EVT212049,2026-04-01 07:35:00,SKU-1635,WH-02,IN,66,WMS
EVT212050,,SKU-1852,WH-03,IN,2,POS
EVT212051,2026/04/14 07:05,SKU-1624,WH-04,IN,64,POS
EVT212052,2026/03/20 07:22,SKU-1078,WH-01,IN,-5,WMS
EVT212053,,SKU-1782,WH-05,OUT,14,ERP
EVT212054,20/04/2026,SKU-1556,WH-04,OUT,40,ERP
EVT212055,2026-01-22 04:32:00,SKU-1374,WH-04,OUT,24,ERP
EVT212056,,SKU-1497,WH-03,OUT,70,POS
EVT212057,2026-02-12 02:03:00,SKU-1369,WH-01,IN,111,POS
EVT212058,2026-01-21 12:17:00,SKU-1824,WH-01,IN,27,WMS
EVT212059,2026/03/27 10:59,SKU-1432,WH-02,IN,81,WMS
EVT212060,2026-04-17 19:11:00,SKU-1477,WH-03,IN,47,POS
EVT212061,05/03/2026,SKU-1568,WH-02,IN,57,WMS
EVT212062,2026-04-16 13:07:00,SKU-1931,WH-02,IN,-5,WMS
EVT212063,2026/01/30 20:12,SKU-1418,WH-03,IN,3,POS
EVT212064,2026/02/10 09:34,SKU-1460,WH-01,IN,14,ERP
EVT212065,30/03/2026,SKU-1721,WH-03,IN,48,WMS
EVT212066,28/01/2026,SKU-1450,WH-03,IN,51,ERP
EVT212067,2026/01/04 20:59,SKU-1606,WH-02,IN,32,POS
EVT212068,2026/04/23 15:34,SKU-1190,WH-03,OUT,64,POS
EVT212069,,SKU-1146,WH-02,OUT,70,POS
EVT212070,13/03/2026,SKU-1786,WH-01,IN,-5,ERP
EVT212071,2026/02/28 09:03,SKU-1790,WH-02,IN,11,ERP
EVT212072,,SKU-1485,WH-02,OUT,24,POS
EVT212073,2026-03-01 13:15:00,SKU-1427,WH-02,IN,68,WMS
EVT212074,,SKU-1114,WH-05,OUT,73,POS
EVT212075,06/02/2026,SKU-1528,WH-01,IN,11,ERP
EVT212076,,SKU-1916,WH-04,OUT,29,POS
EVT212077,,SKU-1950,WH-02,IN,14,ERP
EVT212078,,SKU-1799,WH-01,OUT,32,WMS
EVT212079,2026/01/06 07:16,SKU-1145,WH-03,OUT,75,POS
EVT212080,2026-01-16 20:45:00,SKU-1010,WH-02,IN,13,WMS
EVT212081,2026/03/25 06:52,SKU-1678,WH-01,IN,33,ERP
EVT212082,,SKU-1182,WH-05,OUT,41,POS
EVT212083,2026-04-20 10:42:00,SKU-1937,WH-01,IN,83,POS
EVT212084,2026-01-30 13:15:00,SKU-1018,WH-03,IN,41,WMS
EVT212085,,SKU-1392,WH-04,OUT,11,POS
EVT212086,,SKU-1502,WH-01,IN,110,WMS
EVT212087,2026/01/10 23:34,SKU-1747,WH-02,OUT,71,POS
EVT212088,2026/04/18 19:30,SKU-1686,WH-01,OUT,19,WMS
EVT212089,,SKU-1864,WH-05,OUT,22,ERP
EVT212090,30/04/2026,SKU-1393,WH-01,IN,11,ERP
EVT212091,16/03/2026,SKU-1423,WH-01,OUT,45,POS
EVT212092,2026-03-27 01:10:00,SKU-1793,WH-04,IN,23,WMS
EVT212093,,SKU-1318,WH-01,OUT,39,ERP
EVT212094,2026-03-18 08:30:00,SKU-1683,WH-02,OUT,65,ERP
EVT212095,,SKU-1229,WH-05,IN,94,POS
EVT212096,,SKU-1214,WH-01,OUT,18,POS
EVT212097,2026-04-23 14:38:00,SKU-1372,WH-05,IN,112,WMS
EVT212098,16/03/2026,SKU-1421,WH-01,IN,11,ERP
EVT212099,,SKU-1666,WH-02,OUT,26,ERP
EVT212100,2026/03/01 19:17,SKU-1108,WH-02,IN,22,WMS
EVT212101,,SKU-1650,WH-03,OUT,55,ERP
EVT212102,2026-02-12 08:51:00,,WH-01,IN,34,POS
EVT212103,,SKU-1800,WH-03,IN,73,WMS
EVT212104,29/04/2026,SKU-1105,WH-01,OUT,119,ERP
EVT212105,2026/03/03 05:35,SKU-1151,WH-04,OUT,33,POS
EVT212106,,SKU-1871,WH-01,IN,15,WMS
EVT212107,2026/02/05 16:37,SKU-1397,WH-03,IN,7,WMS
EVT212108,18/02/2026,SKU-1171,WH-01,IN,40,POS
EVT212109,,SKU-1432,WH-03,OUT,11,WMS
EVT212110,15/03/2026,SKU-1684,WH-01,OUT,114,POS
EVT212111,2026-01-09 07:19:00,SKU-1857,WH-02,IN,9,WMS
EVT212112,2026-01-23 00:19:00,SKU-1820,WH-01,OUT,17,POS
EVT212113,,SKU-1378,WH-04,IN,118,ERP
EVT212114,,SKU-1187,WH-04,IN,61,POS
EVT212115,,SKU-1556,WH-01,OUT,44,POS
EVT212116,2026/01/09 14:09,SKU-1735,WH-04,IN,115,POS
EVT212117,2026-03-16 09:30:00,SKU-1104,WH-02,OUT,66,WMS
EVT212118,24/04/2026,SKU-1354,WH-02,OUT,108,POS
EVT212119,2026/03/15 15:43,SKU-1753,WH-01,IN,12,ERP
EVT212120,07/01/2026,SKU-1780,WH-05,IN,55,POS
EVT212121,2026-02-02 00:16:00,SKU-1205,WH-03,IN,39,POS
EVT212122,,SKU-1611,WH-04,IN,104,POS
EVT212123,20/02/2026,SKU-1374,WH-02,IN,35,ERP
EVT212124,2026/04/21 18:30,SKU-1906,WH-02,OUT,85,POS
EVT212125,06/03/2026,SKU-1211,WH-03,IN,21,ERP
EVT212126,2026/01/30 22:17,SKU-1188,WH-03,IN,10,POS
EVT212127,,SKU-1864,WH-05,INVALID,-5,ERP
EVT212128,2026-01-30 21:09:00,SKU-1576,WH-02,IN,48,POS
EVT212129,2026/01/18 19:22,SKU-1230,WH-02,IN,11,ERP
EVT212130,,SKU-1584,WH-03,OUT,29,WMS
EVT212131,,SKU-1798,WH-04,IN,17,ERP
EVT212132,2026-01-28 12:46:00,SKU-1584,WH-01,IN,10,POS
EVT212133,,SKU-1047,WH-04,IN,20,ERP
EVT212134,2026/01/09 22:48,SKU-1060,WH-03,OUT,44,WMS
EVT212135,2026-03-26 03:41:00,SKU-1849,WH-01,OUT,83,ERP
EVT212136,2026/01/12 18:28,SKU-1152,WH-03,OUT,105,ERP
EVT212137,2026/03/18 08:21,SKU-1619,WH-02,IN,27,ERP
EVT212138,2026/01/30 11:21,SKU-1135,WH-01,IN,39,ERP
EVT212139,,SKU-1346,WH-02,OUT,33,ERP
EVT212140,2026-01-04 09:34:00,SKU-1610,WH-01,IN,7,WMS
EVT212141,2026/02/14 09:09,SKU-1680,WH-05,IN,22,POS
EVT212142,2026-04-05 16:45:00,SKU-1509,WH-03,INVALID,6,POS
EVT212143,2026-02-02 17:26:00,SKU-1296,WH-01,IN,46,WMS
EVT212144,2026/02/18 00:04,SKU-1353,WH-03,IN,42,POS
EVT212145,2026/03/17 02:26,SKU-1667,WH-04,IN,82,WMS
EVT212146,,SKU-1066,WH-03,IN,15,ERP
EVT212147,2026/01/27 14:25,,WH-02,IN,27,POS
EVT212148,16/03/2026,SKU-1199,WH-04,IN,94,ERP
EVT212149,2026-04-10 15:04:00,SKU-1821,WH-01,IN,106,POS
EVT212150,24/04/2026,SKU-1708,WH-02,OUT,109,WMS
EVT212151,2026-02-15 10:11:00,SKU-1507,WH-01,INVALID,16,WMS
EVT212152,2026/01/02 23:36,SKU-1856,WH-04,IN,34,ERP
EVT212153,2026-03-03 12:22:00,SKU-1748,WH-02,IN,79,POS
EVT212154,2026-02-18 03:05:00,SKU-1498,WH-01,IN,105,POS
EVT212155,2026-01-11 06:38:00,SKU-1719,WH-01,IN,82,POS
EVT212156,19/02/2026,SKU-1671,WH-04,IN,34,POS
EVT212157,02/02/2026,,,IN,2,WMS
EVT212158,11/01/2026,SKU-1273,WH-01,IN,65,ERP
EVT212159,10/01/2026,SKU-1558,WH-03,IN,91,ERP
EVT212160,21/04/2026,SKU-1428,WH-01,OUT,69,WMS
EVT212161,,SKU-1988,WH-03,OUT,25,WMS
EVT212162,2026/04/24 15:58,SKU-1427,WH-03,OUT,64,ERP
EVT212163,23/04/2026,SKU-1463,WH-01,OUT,44,ERP
EVT212164,,SKU-1794,WH-02,IN,-5,POS
EVT212165,,SKU-1767,WH-04,OUT,111,WMS
EVT212166,2026-02-22 11:56:00,SKU-1586,WH-02,OUT,20,WMS
EVT212167,2026-02-20 02:36:00,SKU-1986,WH-04,OUT,9,ERP
EVT212168,10/01/2026,SKU-1115,WH-01,IN,33,WMS
EVT212169,,SKU-1746,WH-05,IN,14,POS
EVT212170,2026/03/02 08:26,SKU-1458,WH-04,IN,76,POS
EVT212171,,SKU-1068,WH-01,OUT,27,POS
EVT212172,2026-03-06 03:37:00,SKU-1620,WH-01,IN,100,ERP
EVT212173,2026-04-28 07:59:00,SKU-1256,WH-01,IN,59,ERP
EVT212174,,SKU-1058,WH-02,IN,24,WMS
EVT212175,2026/02/22 03:30,SKU-1942,WH-03,IN,20,POS
EVT212176,08/04/2026,SKU-1320,WH-03,IN,103,ERP
EVT212177,2026/03/15 03:24,SKU-1066,WH-01,IN,50,WMS
EVT212178,31/01/2026,SKU-1978,WH-05,OUT,100,POS
EVT212179,2026-04-29 20:29:00,SKU-1846,WH-04,OUT,73,POS
EVT212180,2026-03-09 01:28:00,SKU-1069,WH-01,OUT,9,WMS
EVT212181,12/01/2026,SKU-1352,WH-05,OUT,95,ERP
EVT212182,,SKU-1499,WH-01,IN,71,WMS
EVT212183,2026/04/19 02:18,SKU-1706,WH-03,IN,98,WMS
EVT212184,12/03/2026,SKU-1359,WH-03,IN,12,ERP
EVT212185,2026-04-30 21:59:00,SKU-1151,WH-01,IN,28,WMS
EVT212186,05/04/2026,SKU-1532,WH-05,OUT,32,ERP
EVT212187,2026/01/20 01:28,SKU-1997,WH-01,OUT,2,ERP
EVT212188,2026-01-21 21:02:00,SKU-1944,WH-02,OUT,25,POS
EVT212189,30/01/2026,SKU-1158,WH-01,IN,117,ERP
EVT212190,2026-02-01 17:02:00,SKU-1604,WH-02,IN,19,ERP
EVT212191,17/03/2026,SKU-1483,WH-02,OUT,25,POS
EVT212192,2026-01-31 16:58:00,SKU-1646,WH-02,OUT,15,WMS
EVT212193,,SKU-1758,WH-01,IN,56,ERP
EVT212194,2026/04/16 18:41,SKU-1208,WH-02,OUT,112,POS
EVT212195,,SKU-1936,WH-03,IN,51,POS
EVT212196,,SKU-1155,WH-05,IN,67,WMS
EVT212197,2026/02/14 04:08,SKU-1181,,OUT,66,POS
EVT212198,10/02/2026,SKU-1930,WH-05,OUT,115,ERP
EVT212199,2026-03-25 16:05:00,SKU-1561,WH-05,IN,8,POS
EVT212200,2026/01/04 21:32,SKU-1460,WH-03,IN,9,WMS
EVT212201,,SKU-1585,WH-03,OUT,26,POS
EVT212202,25/01/2026,SKU-1333,WH-01,IN,38,WMS
EVT212203,2026-03-26 22:09:00,SKU-1338,WH-04,IN,9,POS
EVT212204,,SKU-1242,WH-05,IN,114,WMS
EVT212205,24/01/2026,SKU-1721,WH-01,OUT,32,ERP
EVT212206,2026-04-08 12:11:00,SKU-1413,WH-04,IN,21,ERP
EVT212207,2026/01/06 03:29,SKU-1985,WH-01,OUT,74,POS
EVT212208,,SKU-1808,WH-02,IN,37,ERP
EVT212209,18/03/2026,SKU-1824,WH-02,OUT,26,POS
EVT212210,03/03/2026,SKU-1401,WH-02,OUT,47,ERP
EVT212211,2026/04/16 03:48,SKU-1738,WH-02,IN,4,POS
EVT212212,25/04/2026,SKU-1545,WH-02,INVALID,31,WMS
EVT212213,2026-04-21 03:31:00,SKU-1248,WH-02,IN,68,ERP
EVT212214,24/02/2026,SKU-1018,WH-01,IN,77,POS
EVT212215,2026/03/23 22:03,SKU-1811,WH-02,IN,20,WMS
EVT212216,,SKU-1263,WH-02,OUT,25,ERP
EVT212217,2026/02/10 01:07,SKU-1906,WH-04,IN,7,ERP
EVT212218,,SKU-1814,WH-01,IN,79,ERP
EVT212219,2026/01/18 22:50,SKU-1142,WH-03,IN,58,WMS
EVT212220,,SKU-1534,WH-02,IN,98,WMS
EVT212221,15/02/2026,SKU-1594,WH-02,IN,88,POS
EVT212222,2026/02/28 07:44,SKU-1310,WH-02,IN,77,WMS
EVT212223,2026-04-23 06:46:00,SKU-1098,WH-01,OUT,35,WMS
EVT212224,19/01/2026,SKU-1534,WH-05,IN,14,WMS
EVT212225,2026-01-30 09:07:00,SKU-1056,WH-02,IN,60,WMS
EVT212226,2026-03-12 03:08:00,SKU-1473,WH-03,IN,41,WMS
EVT212227,2026/02/19 19:38,SKU-1317,WH-03,IN,18,WMS
EVT212228,07/02/2026,SKU-1211,WH-03,OUT,62,POS
EVT212229,2026/01/31 23:40,SKU-1834,WH-04,IN,23,ERP
EVT212230,19/01/2026,SKU-1701,WH-02,OUT,65,POS
EVT212231,14/01/2026,SKU-1493,WH-01,IN,32,WMS
EVT212232,,SKU-1619,WH-04,OUT,38,POS
EVT212233,2026/01/25 16:27,SKU-1904,WH-05,OUT,45,WMS
EVT212234,,SKU-1885,WH-01,IN,43,POS
EVT212235,2026-01-15 01:24:00,SKU-1393,WH-02,IN,59,WMS
EVT212236,13/02/2026,SKU-1960,WH-01,IN,62,WMS
EVT212237,2026/04/30 19:14,SKU-1628,WH-01,OUT,76,ERP
EVT212238,,SKU-1193,WH-02,OUT,51,POS
EVT212239,26/03/2026,SKU-1889,WH-01,IN,44,POS
EVT212240,2026-04-01 10:26:00,SKU-1184,WH-01,IN,51,WMS
EVT212241,2026-01-14 00:54:00,SKU-1533,WH-02,OUT,29,POS
EVT212242,28/04/2026,SKU-1110,WH-01,IN,77,POS
EVT212243,22/02/2026,SKU-1729,WH-01,OUT,26,WMS
EVT212244,2026-02-01 20:57:00,SKU-1089,WH-01,IN,9,ERP
EVT212245,,SKU-1070,WH-04,IN,40,POS
EVT212246,2026/04/28 17:59,SKU-1901,WH-03,IN,32,POS
EVT212247,2026/03/29 05:46,SKU-1780,WH-03,IN,40,ERP
EVT212248,2026-04-11 03:13:00,SKU-1136,WH-05,IN,24,WMS
EVT212249,10/02/2026,SKU-1011,WH-01,OUT,88,WMS
EVT212250,2026-04-20 07:15:00,SKU-1813,WH-04,IN,73,POS
EVT212251,2026-04-05 05:47:00,SKU-1051,WH-04,OUT,23,ERP
EVT212252,04/01/2026,SKU-1195,WH-04,IN,77,WMS
EVT212253,2026/01/23 02:14,SKU-1256,WH-04,IN,34,POS
EVT212254,29/03/2026,SKU-1000,WH-02,IN,62,WMS
EVT212255,,SKU-1824,WH-01,IN,48,POS
EVT212256,2026-01-20 09:04:00,SKU-1514,WH-01,OUT,23,POS
EVT212257,18/04/2026,SKU-1997,WH-01,IN,44,ERP
EVT212258,24/02/2026,SKU-1482,WH-02,IN,8,ERP
EVT212259,2026/01/07 01:09,SKU-1839,WH-03,IN,-5,POS
EVT212260,04/01/2026,SKU-1362,WH-03,IN,54,ERP
EVT212261,15/01/2026,SKU-1119,WH-05,IN,95,ERP
EVT212262,,SKU-1241,WH-01,OUT,49,ERP
EVT212263,,SKU-1000,WH-03,OUT,34,ERP
EVT212264,2026-04-06 06:57:00,SKU-1725,WH-02,IN,27,WMS
EVT212265,2026-04-20 18:25:00,SKU-1221,WH-01,IN,48,POS
EVT212266,,SKU-1054,WH-02,OUT,103,WMS
EVT212267,2026-01-20 19:09:00,SKU-1886,WH-03,OUT,101,WMS
EVT212268,,SKU-1901,WH-04,OUT,39,POS
EVT212269,,SKU-1462,WH-01,OUT,77,WMS
EVT212270,,SKU-1925,WH-02,IN,33,WMS
EVT212271,11/01/2026,SKU-1503,WH-04,OUT,44,POS
EVT212272,2026-04-17 07:11:00,SKU-1615,WH-02,OUT,63,WMS
EVT212273,02/01/2026,SKU-1401,WH-02,IN,28,ERP
EVT212274,11/02/2026,SKU-1244,WH-02,IN,64,WMS
EVT212275,2026-03-12 13:54:00,SKU-1701,WH-04,IN,14,ERP
EVT212276,2026/01/30 04:51,SKU-1524,WH-02,OUT,14,POS
EVT212277,,SKU-1095,WH-01,OUT,81,WMS
EVT212278,06/04/2026,SKU-1135,WH-01,IN,15,POS
EVT212279,2026-04-23 12:18:00,SKU-1372,WH-02,OUT,82,POS
EVT212280,22/01/2026,SKU-1845,WH-02,IN,31,WMS
EVT212281,2026-04-27 12:23:00,,WH-05,OUT,12,WMS
EVT212282,2026-01-26 18:29:00,SKU-1788,WH-02,IN,110,POS
EVT212283,2026/03/28 17:50,SKU-1385,WH-03,IN,10,WMS
EVT212284,2026/03/02 12:15,SKU-1209,WH-02,INVALID,41,ERP
EVT212285,2026-03-13 20:29:00,SKU-1056,WH-01,IN,50,POS
EVT212286,2026-02-27 00:05:00,SKU-1788,WH-02,IN,27,ERP
EVT212287,,SKU-1917,WH-01,OUT,28,POS
EVT212288,2026/01/12 20:33,SKU-1887,WH-04,OUT,88,ERP
EVT212289,2026-04-16 14:06:00,SKU-1360,WH-01,OUT,25,ERP
EVT212290,2026-01-24 12:12:00,SKU-1826,WH-03,OUT,77,WMS
EVT212291,20/03/2026,SKU-1174,,OUT,63,ERP
EVT212292,2026/01/02 07:29,SKU-1886,WH-03,IN,9,POS
EVT212293,2026-02-18 13:42:00,SKU-1892,WH-03,IN,34,ERP
EVT212294,,SKU-1098,WH-01,OUT,22,POS
EVT212295,16/04/2026,SKU-1124,WH-01,IN,28,WMS
EVT212296,,SKU-1730,WH-04,IN,98,ERP
EVT212297,2026/04/06 15:16,SKU-1490,WH-03,INVALID,102,WMS
EVT212298,,SKU-1341,WH-05,OUT,97,ERP
EVT212299,,SKU-1901,WH-02,OUT,21,POS
EVT212300,2026-04-21 10:24:00,SKU-1028,WH-02,IN,5,WMS
EVT212301,2026/03/26 13:35,SKU-1178,WH-04,IN,56,POS
EVT212302,2026/03/14 18:40,SKU-1845,WH-02,OUT,41,WMS
EVT212303,2026/02/17 16:25,SKU-1050,WH-04,OUT,14,ERP
EVT212304,09/01/2026,SKU-1070,WH-05,OUT,18,WMS
EVT212305,2026-04-29 09:29:00,SKU-1082,WH-01,IN,29,POS
EVT212306,22/04/2026,SKU-1896,WH-03,OUT,66,WMS
EVT212307,,SKU-1686,WH-04,OUT,75,POS
EVT212308,2026/04/30 00:18,SKU-1635,WH-03,OUT,41,WMS
EVT212309,24/02/2026,SKU-1096,WH-03,OUT,78,WMS
EVT212310,21/03/2026,SKU-1495,WH-03,OUT,73,WMS
EVT212311,2026/01/21 05:20,SKU-1114,WH-01,OUT,90,ERP
EVT212312,2026-01-06 15:14:00,SKU-1558,WH-04,OUT,38,POS
EVT212313,2026/01/22 10:34,SKU-1376,WH-05,IN,110,WMS
EVT212314,,SKU-1596,WH-05,OUT,110,ERP
EVT212315,23/04/2026,,WH-01,IN,29,ERP
EVT212316,23/04/2026,SKU-1611,WH-04,IN,15,POS
EVT212317,18/03/2026,SKU-1277,WH-01,IN,10,WMS
EVT212318,2026/03/26 07:27,SKU-1945,WH-03,IN,52,WMS
EVT212319,22/01/2026,SKU-1090,WH-03,OUT,40,POS
EVT212320,2026/01/02 16:42,SKU-1342,WH-04,IN,13,ERP
EVT212321,2026-01-16 15:14:00,SKU-1548,WH-03,IN,61,POS
EVT212322,16/01/2026,SKU-1307,,OUT,31,POS
EVT212323,04/02/2026,SKU-1999,WH-01,OUT,17,ERP
EVT212324,07/04/2026,SKU-1787,WH-02,IN,48,WMS
EVT212325,12/03/2026,SKU-1946,WH-01,IN,59,WMS
EVT212326,2026-04-16 20:35:00,SKU-1883,WH-02,IN,23,WMS
EVT212327,23/03/2026,SKU-1683,WH-02,OUT,-5,POS
EVT212328,,SKU-1382,WH-04,OUT,24,ERP
EVT212329,01/02/2026,SKU-1208,WH-01,OUT,61,POS
EVT212330,2026-01-11 23:24:00,SKU-1607,WH-03,IN,33,POS
EVT212331,2026/03/30 03:30,SKU-1528,WH-02,OUT,52,WMS
EVT212332,2026-03-23 16:40:00,SKU-1627,WH-01,IN,10,WMS
EVT212333,,SKU-1959,WH-02,IN,19,ERP
EVT212334,2026-01-27 14:27:00,SKU-1400,WH-01,OUT,87,WMS
EVT212335,2026/02/28 03:21,SKU-1371,WH-03,IN,10,POS
EVT212336,,SKU-1827,WH-01,OUT,20,WMS
EVT212337,2026-01-20 10:23:00,,WH-04,OUT,27,POS
EVT212338,2026-04-28 09:32:00,SKU-1178,WH-04,OUT,99,POS
EVT212339,07/02/2026,SKU-1268,WH-01,OUT,22,ERP
EVT212340,2026-02-02 20:41:00,SKU-1978,WH-01,OUT,66,ERP
EVT212341,2026/02/07 05:56,SKU-1025,WH-04,IN,32,POS
EVT212342,20/03/2026,SKU-1175,WH-02,OUT,40,WMS
EVT212343,,SKU-1536,WH-05,IN,13,ERP
EVT212344,2026-02-12 11:59:00,SKU-1411,WH-01,OUT,24,POS
EVT212345,2026-01-02 01:43:00,SKU-1657,WH-02,IN,43,ERP
EVT212346,2026/03/23 07:25,SKU-1386,WH-01,IN,45,WMS
EVT212347,,SKU-1841,WH-02,IN,43,ERP
EVT212348,23/03/2026,SKU-1723,WH-01,OUT,24,WMS
EVT212349,2026/02/02 01:10,SKU-1697,WH-04,IN,46,POS
EVT212350,,SKU-1182,WH-03,OUT,111,POS
EVT212351,07/03/2026,SKU-1024,WH-02,IN,106,WMS
EVT212352,2026-03-07 03:30:00,SKU-1233,WH-02,IN,4,POS
EVT212353,,SKU-1536,WH-04,OUT,35,WMS
EVT212354,2026-04-30 21:37:00,SKU-1084,WH-01,OUT,17,ERP
EVT212355,26/02/2026,SKU-1107,WH-01,OUT,54,ERP
EVT212356,05/03/2026,SKU-1711,WH-01,IN,67,WMS
EVT212357,2026/01/10 04:51,SKU-1285,WH-04,OUT,18,ERP
EVT212358,28/03/2026,SKU-1677,WH-01,IN,52,ERP
EVT212359,,SKU-1652,WH-02,IN,41,POS
EVT212360,2026-01-20 20:49:00,SKU-1332,WH-05,IN,61,WMS
EVT212361,2026-03-09 13:09:00,SKU-1417,WH-03,OUT,44,ERP
EVT212362,18/03/2026,SKU-1680,WH-03,IN,49,WMS
EVT212363,13/01/2026,SKU-1129,WH-04,IN,68,WMS
EVT212364,2026-01-26 15:35:00,SKU-1688,WH-02,OUT,114,WMS
EVT212365,27/03/2026,SKU-1671,WH-01,IN,72,POS
EVT212366,2026-03-11 10:26:00,SKU-1400,WH-02,IN,57,WMS
EVT212367,,SKU-1240,WH-01,OUT,15,WMS
